num.new.disc_00,num.new.disc_01,num.new.disc_02,num.new.disc_03,num.new.disc_04,num.new.disc_05,num.new.disc_06,num.new.disc_07,burstiness_00,burstiness_01,burstiness_02,burstiness_03,burstiness_04,burstiness_05,burstiness_06,burstiness_07,number.total.disc_00,number.total.disc_01,number.total.disc_02,number.total.disc_03,number.total.disc_04,number.total.disc_05,number.total.disc_06,number.total.disc_07,auth.increase_00,auth.increase_01,auth.increase_02,auth.increase_03,auth.increase_04,auth.increase_05,auth.increase_06,auth.increase_07,atomic.containers_00,atomic.containers_01,atomic.containers_02,atomic.containers_03,atomic.containers_04,atomic.containers_05,atomic.containers_06,atomic.containers_07,num.displays_00,num.displays_01,num.displays_02,num.displays_03,num.displays_04,num.displays_05,num.displays_06,num.displays_07,contribution.sparseness_00,contribution.sparseness_01,contribution.sparseness_02,contribution.sparseness_03,contribution.sparseness_04,contribution.sparseness_05,contribution.sparseness_06,contribution.sparseness_07,avg.auths.per.disc_00,avg.auths.per.disc_01,avg.auths.per.disc_02,avg.auths.per.disc_03,avg.auths.per.disc_04,avg.auths.per.disc_05,avg.auths.per.disc_06,avg.auths.per.disc_07,num.authors.topic_00,num.authors.topic_01,num.authors.topic_02,num.authors.topic_03,num.authors.topic_04,num.authors.topic_05,num.authors.topic_06,num.authors.topic_07,avg.disc.length_00,avg.disc.length_01,avg.disc.length_02,avg.disc.length_03,avg.disc.length_04,avg.disc.length_05,avg.disc.length_06,avg.disc.length_07,attention.level.author_00,attention.level.author_01,attention.level.author_02,attention.level.author_03,attention.level.author_04,attention.level.author_05,attention.level.author_06,attention.level.author_07,attention.level.contrib_00,attention.level.contrib_01,attention.level.contrib_02,attention.level.contrib_03,attention.level.contrib_04,attention.level.contrib_05,attention.level.contrib_06,attention.level.contrib_07,buzz
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,4,1,1,6,0,0,0,0,0.333333,0,0.5,0,0,0,0,0,36,0,37,0,0,0,0,0,3,0,1,0,0,0,0,0,46,0,47,0,0,0,0,0,0.001244,0,0.00038,0,0,0,0,0,0.000211,0,6.4e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,402,431,316,391,331,435,508,491,0,0,0,0.1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0,0.000322,0,0,0,0,0
57,64,61,47,52,52,38,41,0.527778,0.547009,0.504132,0.451923,0.525253,0.547368,0.493506,0.683333,108,117,121,104,99,95,77,60,40,50,40,30,46,35,41,41,1031,1088,1027,895,898,782,539,333,64493,54478,52864,51173,47804,54266,78192,65134,0.011418,0.013361,0.013708,0.011811,0.011135,0.008285,0.005477,0.005599,6.638889,6.34188,6.413223,5.846154,6.242424,6.210526,6.792208,5.133333,206,207,192,181,195,184,137,104,20.194445,19.632479,18.727272,19.759615,20.282827,16.884211,18.584415,10.983334,0.070888,0.075109,0.070201,0.06423,0.067873,0.063778,0.047936,0.03804,0.053035,0.057451,0.032182,0.045455,0.039289,0.031412,0.027929,0.01556,1
10,8,7,3,10,9,10,8,0.555556,0.5,0.583333,0.3,0.714286,0.428571,0.384615,0.363636,18,16,12,10,14,21,26,22,12,10,8,6,12,11,12,9,233,231,152,80,181,205,318,186,15151,12506,12329,11833,12945,13483,17077,16317,0.008227,0.008408,0.006157,0.004902,0.007004,0.010516,0.010608,0.007002,2.722222,2.9375,2.25,11.8,2.571429,6.952381,2.538461,2.227273,28,25,18,15,23,31,34,29,21.166666,22.25,18.75,41.799999,21.071428,30.666666,25,24.181818,0.012351,0.010391,0.007423,0.007079,0.010718,0.014299,0.016873,0.016384,0.016979,0.016847,0.010652,0.006233,0.013172,0.014089,0.025841,0.016084,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,4,7,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,50,37,37,29,30,47,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,207,211,263,218,196,210,285,315,0.035714,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0.000758,0,0,0,0,0,0,0,0.000185,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,9,17,21,16,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,10,16,16,21,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,16,16,12,9,9,8,0.368421,0.575758,0.421053,0.551724,0.375,0.391304,0.391304,0.571429,19,33,38,29,32,23,23,14,6,19,21,14,18,14,16,22,119,267,329,243,215,154,225,102,24241,21979,22643,21002,20350,22035,30296,26749,0.008547,0.016074,0.018582,0.01405,0.015304,0.007101,0.006262,0.005208,6.631579,6.424242,5.921052,6.586207,9,8.434783,7.869565,9.214286,52,85,95,75,96,59,66,51,21.578947,19.363636,18.921053,19.206896,24.59375,20.652174,27.434782,16.928572,0.017894,0.030842,0.034735,0.026615,0.033415,0.020451,0.023093,0.018654,0.006121,0.014099,0.01031,0.012341,0.009407,0.006186,0.011659,0.004766,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,79,92,77,74,76,106,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,63,90,84,59,73,54,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0,0,1,1,0,1,0,0.5,0,0,1,1,1,1,0,2,0,0,11,42,2,1,0,2,0,0,14,85,9,8,0,29,0,0,790,841,1002,1020,1006,1055,1042,1132,0.005376,0.006803,0.009524,0.009804,0,0.018018,0,0,13,50,56,2,0,3,0,0,13,50,8,2,0,6,0,0,14,85,94,8,0,15,0,0,0.009848,0.031427,0.004843,0.001437,0,0.005029,0,0,0.002593,0.012778,0.001227,0.0013,0,0.00455,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,14,14,7,12,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,2,1,1,0,0,0,2,0,4,2,2,0,0,30,12,16,14,14,8,18,23,0,0.142857,0,0.125,0.111111,0.142857,0,0,0,19,0,21,22,23,0,0,0,1,0,2,1,1,0,0,0,48,0,52,54,56,0,0,0,0.000416,0,0.000944,0.000466,0.000461,0,0,0,0.000146,0,0.000312,0.000146,0.000137,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,173,194,176,205,184,218,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,2,1,0,0,1,1,0,1,3,1,0,0,5,61,0,11,5,4,1859,1780,1772,2013,1755,1840,2257,2547,0,0,0.004016,0.004926,0,0.012766,0.007905,0.003953,0,0,60,7,0,23,2.5,4,0,0,2,6,0,5,4,3,0,0,97,94,0,46,2.5,5,0,0,0.000822,0.002554,0,0.001808,0.001519,0.001343,0,0,0.000335,0.004028,0,0.000757,0.000322,0.000288,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,13,29,14,49,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,2,902,1063,937,1005,1272,1186,1201,1259,0,0,0,0,0,0,0.036364,0.009091,0,0,0,0,0,0,2.75,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,6.5,6,0,0,0,0,0,0,0.004184,0.000838,0,0,0,0,0,0,0.003279,0.000314,0
0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,2,0,1,0,0,0,0,12,26,9,12,0,229,226,174,398,621,384,402,262,0,0,0,0.043478,0.08,0.043478,0.038462,0,0,0,0,3,3,3,5,0,0,0,0,3,4,2,2,0,0,0,0,25,25.5,48,65,0,0,0,0,0.00099,0.001376,0.000726,0.000731,0,0,0,0,0.000586,0.001337,0.000475,0.000376,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,5,2,6,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,68,62,53,53,70,81,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,6,4,0,0,64,708,641,704,787,737,859,916,1079,0,0,0,0.008696,0.010526,0,0,0.009804,0,0,0,2,2,0,0,4,0,0,0,2,2,0,0,4,0,0,0,6,10,0,0,71,0,0,0,0.000895,0.000801,0,0,0.001764,0,0,0,0.000432,0.000287,0,0,0.004664,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,227,186,219,159,178,171,241,263,0,0,0,0,0,0,0.020833,0.025641,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0.00091,0.000914,0,0,0,0,0,0,0.000205,0.000344,0
3,0,5,1,6,2,0,3,0.428571,0,0.5,0.2,0.75,0.333333,0,0.75,7,4,10,5,8,6,3,4,4,4,3,4,5,2,2,2,25,51,62,72,114,36,58,54,18628,15562,18046,14071,15274,15361,20815,20365,0.001604,0.001168,0.00229,0.001493,0.002203,0.001531,0.000685,0.000913,8.714286,5.75,14.5,6.8,4.625,14.666667,7.666667,5.25,12,14,14,16,16,13,9,11,26.285715,25,31,41.400002,24,28,53,44.75,0.005457,0.006401,0.005754,0.006811,0.006633,0.0047,0.003418,0.004924,0.001712,0.003509,0.004151,0.004754,0.008034,0.002477,0.003736,0.00389,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,50,41,44,41,43,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,6,6,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,315,210,339,356,395,581,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,2,6,7,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,7,5,3,2,3,1,0.4,0.7,0.411765,0.5,0.25,0.222222,0.5,0.333333,5,10,17,10,12,9,6,3,4,11,13,7,8,7,16,0,15,125,188,99,46,73,117,12,6045,6221,6193,5758,5820,5995,8329,6928,0.011038,0.022624,0.037862,0.022272,0.026374,0.013575,0.007653,0.004823,5.2,7.7,10.470589,6.8,10.25,4.777778,13.666667,4.333333,15,42,66,28,23,25,42,8,19.4,17.1,27.352942,21.6,26.833334,19.333334,43.833332,12.333333,0.005162,0.015239,0.024132,0.009936,0.008006,0.008666,0.014696,0.002926,0.000772,0.0066,0.005891,0.005028,0.002013,0.002932,0.006062,0.000561,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,352,428,417,372,427,493,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,12,0,1,2,0,0,0,0,60,100,108,104,115,98,110,104,0.142857,0,0.142857,0.166667,0,0,0,0,3,0,1,12,0,0,0,0,3,0,1,1,0,0,0,0,12,0,1,38,0,0,0,0,0.00104,0,0.000366,0.000358,0,0,0,0,0.000482,0,4.7e-05,0.000116,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,0,0,0,103,63,83,140,120,108,95,65,0,0,0,0.045455,0.043478,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0.001384,0.000496,0,0,0,0,0,0,0.000206,8.1e-05,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,50,41,33,45,34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,126,123,154,245,143,166,108,131,0,0,0.047619,0.027027,0,0,0,0,0,0,32,33,0,0,0,0,0,0,2,1,0,0,0,0,0,0,136,137,0,0,0,0,0,0,0.000791,0.000455,0,0,0,0,0,0,0.000122,6.8e-05,0,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,12,0,0,0,0,24,8,0,1262,1168,812,906,748,1173,1538,1395,0.004348,0,0,0,0,0.009009,0.003597,0,2,0,0,0,0,3,5,0,2,0,0,0,0,3,3,0,12,0,0,0,0,24,32,0,0.001188,0,0,0,0,0.001886,0.001816,0,0.001344,0,0,0,0,0.003608,0.001091,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,52,40,54,52,59,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,13,3,9,6,4,1,0,0,0.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.000677,0,0,0,0,0,0,0,0.000181,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,63,78,132,74,70,87,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,7,4,9,7,3,1,0.111111,0.833333,0.583333,0.363636,0.818182,0.388889,0.3,0.166667,9,6,12,11,11,18,10,6,4,7,9,6,9,8,6,3,50,40,137,67,140,101,46,25,2775,2861,3671,2980,3852,3980,3456,4133,0.035573,0.023715,0.046693,0.042636,0.041825,0.067416,0.017212,0.00939,7.333333,8,9.583333,8.727273,5.454545,7,5.8,6.333333,18,21,45,42,42,44,25,13,18.222221,18.666666,21.833334,24.90909,17.09091,21.166666,14,11,0.005939,0.007226,0.016328,0.015356,0.014904,0.015315,0.008666,0.004549,0.00244,0.002058,0.007234,0.0021,0.00711,0.004419,0.001848,0.001295,1
1,0,0,0,1,5,2,1,1,0,0,0,1,1,0.4,0.25,1,0,1,0,1,5,5,4,1,0,1,0,1,10,4,11,11,0,1,0,2,54,21,30,727,651,660,531,479,787,919,901,0.009615,0,0.009615,0,0.011236,0.060241,0.065789,0.053333,5,0,21,0,2,3.8,4.6,6.75,5,0,1,0,2,17,14,17,11,0,40,0,2,10.8,9,14.75,0.002969,0,0.000652,0,0.001515,0.010685,0.008475,0.012213,0.001232,0,0.000177,0,0.00037,0.008118,0.002863,0.004874,0
5,0,0,0,2,2,2,0,0.555556,0,0,0,0.666667,0.5,0.5,0,9,4,2,0,3,4,4,6,5,0,1,0,3,1,17,4,57,19,4,0,34,15,96,37,1933,2255,1729,1587,1540,1733,2244,2770,0.031579,0.013468,0.00722,0,0.010791,0.014085,0.011662,0.013483,6.222222,11.75,4,0,6.333333,4.5,13.25,10.166667,17,10,3,0,11,10,41,17,18,34,18,0,21.333334,13.5,36,36.666668,0.005609,0.003441,0.001089,0,0.003903,0.003481,0.014211,0.005948,0.002782,0.000977,0.000211,0,0.001727,0.000656,0.003856,0.001917,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861,1496,1045,1216,1007,1418,1933,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,0.111111,0,0.2,0.333333,0.25,0,0,0,9,6,5,3,4,3,3,3,6,12,5,3,4,2,2,2,60,107,25,11,60,13,9,18,5053,5110,4587,4474,4784,5622,6314,6624,0.012329,0.007968,0.006596,0.004225,0.005141,0.003257,0.002066,0.002315,13.444445,13.333333,13.4,5.333333,15.5,30.666666,9.333333,30.333334,20,26,12,8,22,8,5,13,41.555557,46.666668,54.200001,51.333332,69.75,78.666664,41,89,0.008313,0.010722,0.005663,0.003728,0.010148,0.00397,0.002825,0.00772,0.004376,0.007498,0.001948,0.000801,0.004124,0.001056,0.000778,0.002016,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,1,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,1,0.333333,0,0,0.5,0,1,1,0.5,3,1,2,2,1,1,1,2,1,0,2,2,0,1,1,2,103,32,3,18,4,12,14,24,3363,3262,3123,13281,13409,3701,3295,2788,0.007792,0.002597,0.004926,0.004902,0.002625,0.00266,0.002717,0.00551,3,2,13.5,3,4,2,2,6,5,2,2,5,2,2,2,5,64.666664,130,66.5,34,70,12,14,33,0.001946,0.000621,0.000677,0.00165,0.000688,0.000726,0.000731,0.001774,0.00508,0.001485,0.000136,0.000878,0.000206,0.000634,0.000439,0.001219,0
