left daughter	right daughter	split var	split point	status	prediction	nodeid	treeid
8	9	attention.level.author_00	0.0004155	1	NA	4	28
0	0	NA	0	-1	1	5	28
10	11	num.displays_04	3839.5	1	NA	6	28
12	13	num.displays_07	3364.5	1	NA	7	28
14	15	num.authors.topic_04	0.5	1	NA	8	28
16	17	num.displays_00	1313	1	NA	9	28
18	19	num.displays_03	1807.5	1	NA	10	28
0	0	NA	0	-1	0	11	28
0	0	NA	0	-1	0	12	28
20	21	attention.level.contrib_01	0.01627	1	NA	13	28
22	23	num.displays_02	1214.5	1	NA	14	28
24	25	attention.level.contrib_01	0.000471	1	NA	15	28
26	27	avg.auths.per.disc_07	73	1	NA	16	28
0	0	NA	0	-1	0	17	28
0	0	NA	0	-1	0	18	28
28	29	num.authors.topic_05	12.5	1	NA	19	28
30	31	avg.auths.per.disc_06	3.9642855	1	NA	20	28
32	33	num.displays_06	205324.5	1	NA	21	28
34	35	num.displays_07	2053.5	1	NA	22	28
0	0	NA	0	-1	0	23	28
36	37	num.displays_07	1251.5	1	NA	24	28
0	0	NA	0	-1	0	25	28
38	39	avg.disc.length_07	147.5	1	NA	26	28
0	0	NA	0	-1	1	27	28
40	41	attention.level.contrib_00	0.0036625	1	NA	28	28
0	0	NA	0	-1	0	29	28
42	43	atomic.containers_02	30.5	1	NA	30	28
44	45	atomic.containers_02	110.5	1	NA	31	28
46	47	avg.auths.per.disc_07	2.7199075	1	NA	32	28
0	0	NA	0	-1	0	33	28
48	49	auth.increase_05	2.5	1	NA	34	28
0	0	NA	0	-1	1	35	28
50	51	auth.increase_03	5.5	1	NA	36	28
0	0	NA	0	-1	0	37	28
52	53	num.displays_01	925.5	1	NA	38	28
0	0	NA	0	-1	1	39	28
54	55	attention.level.author_02	0.004244	1	NA	40	28
0	0	NA	0	-1	0	41	28
56	57	avg.auths.per.disc_03	0.5	1	NA	42	28
58	59	burstiness_04	0.4173915	1	NA	43	28
60	61	attention.level.author_00	0.0051185	1	NA	44	28
0	0	NA	0	-1	1	45	28
0	0	NA	0	-1	1	46	28
0	0	NA	0	-1	1	47	28
62	63	num.displays_01	1147	1	NA	48	28
0	0	NA	0	-1	0	49	28
64	65	avg.disc.length_04	138.5	1	NA	50	28
0	0	NA	0	-1	0	51	28
66	67	burstiness_03	0.5857145	1	NA	52	28
0	0	NA	0	-1	0	53	28
68	69	num.displays_00	1107.5	1	NA	54	28
0	0	NA	0	-1	1	55	28
0	0	NA	0	-1	1	56	28
70	71	attention.level.author_02	0.0014545	1	NA	57	28
0	0	NA	0	-1	0	58	28
0	0	NA	0	-1	1	59	28
72	73	num.authors.topic_00	11.5	1	NA	60	28
74	75	num.displays_00	40064.5	1	NA	61	28
76	77	num.displays_03	431	1	NA	62	28
0	0	NA	0	-1	0	63	28
78	79	num.authors.topic_06	3.5	1	NA	64	28
0	0	NA	0	-1	0	65	28
80	81	contribution.sparseness_05	0.1155555	1	NA	66	28
0	0	NA	0	-1	0	67	28
0	0	NA	0	-1	0	68	28
82	83	avg.auths.per.disc_05	3.8333335	1	NA	69	28
0	0	NA	0	-1	1	70	28
0	0	NA	0	-1	1	71	28
84	85	atomic.containers_03	54	1	NA	72	28
0	0	NA	0	-1	0	73	28
86	87	avg.disc.length_00	68.07143	1	NA	74	28
0	0	NA	0	-1	0	75	28
88	89	num.displays_00	73.5	1	NA	76	28
90	91	num.displays_07	851	1	NA	77	28
0	0	NA	0	-1	0	78	28
0	0	NA	0	-1	0	79	28
92	93	num.displays_06	1466.5	1	NA	80	28
0	0	NA	0	-1	0	81	28
0	0	NA	0	-1	1	82	28
0	0	NA	0	-1	1	83	28
94	95	num.displays_02	2905.5	1	NA	84	28
0	0	NA	0	-1	1	85	28
96	97	burstiness_06	0.8166665	1	NA	86	28
0	0	NA	0	-1	1	87	28
0	0	NA	0	-1	0	88	28
98	99	num.displays_01	79.5	1	NA	89	28
0	0	NA	0	-1	0	90	28
0	0	NA	0	-1	0	91	28
0	0	NA	0	-1	0	92	28
0	0	NA	0	-1	1	93	28
0	0	NA	0	-1	1	94	28
0	0	NA	0	-1	1	95	28
0	0	NA	0	-1	1	96	28
0	0	NA	0	-1	1	97	28
0	0	NA	0	-1	0	98	28
0	0	NA	0	-1	0	99	28
2	3	num.displays_00	2087.5	1	NA	1	29
4	5	num.displays_05	1325.5	1	NA	2	29
6	7	attention.level.author_00	0.0047	1	NA	3	29
8	9	num.displays_06	1361.5	1	NA	4	29
10	11	num.displays_01	1846	1	NA	5	29
12	13	num.displays_04	15986.5	1	NA	6	29
14	15	attention.level.contrib_04	0.0001775	1	NA	7	29
16	17	num.authors.topic_07	27.5	1	NA	8	29
0	0	NA	0	-1	0	9	29
18	19	avg.disc.length_05	46.5	1	NA	10	29
0	0	NA	0	-1	1	11	29
20	21	avg.auths.per.disc_02	3.1	1	NA	12	29
0	0	NA	0	-1	0	13	29
0	0	NA	0	-1	0	14	29
22	23	burstiness_02	0.6396105	1	NA	15	29
24	25	number.total.disc_02	9.5	1	NA	16	29
0	0	NA	0	-1	0	17	29
26	27	num.displays_04	2467	1	NA	18	29
0	0	NA	0	-1	0	19	29
28	29	num.displays_00	4207	1	NA	20	29
30	31	num.displays_01	1959.5	1	NA	21	29
32	33	avg.auths.per.disc_06	2.631222	1	NA	22	29
0	0	NA	0	-1	1	23	29
34	35	num.displays_06	648	1	NA	24	29
0	0	NA	0	-1	1	25	29
36	37	contribution.sparseness_01	0.0126185	1	NA	26	29
0	0	NA	0	-1	0	27	29
38	39	avg.disc.length_03	10.1666665	1	NA	28	29
0	0	NA	0	-1	1	29	29
0	0	NA	0	-1	0	30	29
40	41	attention.level.author_03	0.002084	1	NA	31	29
0	0	NA	0	-1	1	32	29
42	43	avg.disc.length_07	29.1547615	1	NA	33	29
44	45	atomic.containers_07	0.5	1	NA	34	29
46	47	auth.increase_01	11	1	NA	35	29
48	49	avg.disc.length_07	99.5	1	NA	36	29
0	0	NA	0	-1	0	37	29
0	0	NA	0	-1	1	38	29
0	0	NA	0	-1	0	39	29
50	51	num.displays_07	2685	1	NA	40	29
52	53	atomic.containers_03	34	1	NA	41	29
54	55	attention.level.author_01	0.013622	1	NA	42	29
56	57	auth.increase_02	19.5	1	NA	43	29
58	59	avg.disc.length_02	1.5	1	NA	44	29
60	61	avg.auths.per.disc_07	1.1666665	1	NA	45	29
62	63	num.displays_06	667.5	1	NA	46	29
0	0	NA	0	-1	0	47	29
64	65	num.authors.topic_04	11.5	1	NA	48	29
0	0	NA	0	-1	1	49	29
0	0	NA	0	-1	0	50	29
66	67	auth.increase_02	3.5	1	NA	51	29
0	0	NA	0	-1	1	52	29
0	0	NA	0	-1	1	53	29
68	69	num.displays_03	38586.5	1	NA	54	29
0	0	NA	0	-1	1	55	29
70	71	avg.auths.per.disc_05	3.7451925	1	NA	56	29
0	0	NA	0	-1	1	57	29
72	73	num.displays_01	78.5	1	NA	58	29
74	75	num.displays_07	950	1	NA	59	29
0	0	NA	0	-1	0	60	29
76	77	num.new.disc_02	2.5	1	NA	61	29
0	0	NA	0	-1	0	62	29
78	79	num.displays_02	1195.5	1	NA	63	29
80	81	num.displays_04	2302	1	NA	64	29
0	0	NA	0	-1	1	65	29
0	0	NA	0	-1	1	66	29
0	0	NA	0	-1	0	67	29
82	83	contribution.sparseness_04	0.0018205	1	NA	68	29
0	0	NA	0	-1	0	69	29
0	0	NA	0	-1	1	70	29
84	85	contribution.sparseness_01	0.021381	1	NA	71	29
0	0	NA	0	-1	0	72	29
86	87	number.total.disc_06	0.5	1	NA	73	29
88	89	num.displays_05	338.5	1	NA	74	29
0	0	NA	0	-1	0	75	29
90	91	attention.level.author_04	0.000938	1	NA	76	29
0	0	NA	0	-1	0	77	29
92	93	attention.level.contrib_00	0.001975	1	NA	78	29
0	0	NA	0	-1	0	79	29
94	95	burstiness_06	0.875	1	NA	80	29
0	0	NA	0	-1	1	81	29
0	0	NA	0	-1	1	82	29
96	97	attention.level.contrib_05	0.014214	1	NA	83	29
0	0	NA	0	-1	1	84	29
0	0	NA	0	-1	1	85	29
98	99	number.total.disc_05	0.5	1	NA	86	29
0	0	NA	0	-1	0	87	29
0	0	NA	0	-1	0	88	29
0	0	NA	0	-1	0	89	29
0	0	NA	0	-1	0	90	29
0	0	NA	0	-1	0	91	29
0	0	NA	0	-1	0	92	29
0	0	NA	0	-1	0	93	29
0	0	NA	0	-1	0	94	29
0	0	NA	0	-1	1	95	29
0	0	NA	0	-1	1	96	29
0	0	NA	0	-1	1	97	29
0	0	NA	0	-1	0	98	29
0	0	NA	0	-1	0	99	29
2	3	attention.level.author_00	0.002354	1	NA	1	30
4	5	attention.level.contrib_04	0.0001955	1	NA	2	30
6	7	number.total.disc_03	1.5	1	NA	3	30
8	9	num.displays_00	1356.5	1	NA	4	30
10	11	num.displays_07	2098	1	NA	5	30
12	13	num.displays_03	2130	1	NA	6	30
14	15	attention.level.author_05	0.010524	1	NA	7	30
16	17	num.displays_01	594.5	1	NA	8	30
18	19	contribution.sparseness_03	0.024269	1	NA	9	30
20	21	attention.level.contrib_06	0.0001615	1	NA	10	30
22	23	avg.disc.length_04	69	1	NA	11	30
0	0	NA	0	-1	0	12	30
0	0	NA	0	-1	1	13	30
24	25	num.displays_00	1946.5	1	NA	14	30
26	27	num.displays_05	2031	1	NA	15	30
28	29	num.displays_05	1535	1	NA	16	30
30	31	num.authors.topic_01	8.5	1	NA	17	30
32	33	attention.level.author_04	0.000172	1	NA	18	30
0	0	NA	0	-1	1	19	30
34	35	attention.level.author_00	0.0013065	1	NA	20	30
36	37	number.total.disc_04	5.5	1	NA	21	30
38	39	avg.auths.per.disc_05	4.125	1	NA	22	30
0	0	NA	0	-1	0	23	30
0	0	NA	0	-1	0	24	30
40	41	avg.auths.per.disc_02	3.119048	1	NA	25	30
0	0	NA	0	-1	0	26	30
42	43	avg.auths.per.disc_00	2.4240745	1	NA	27	30
44	45	num.authors.topic_07	27.5	1	NA	28	30
0	0	NA	0	-1	1	29	30
46	47	avg.auths.per.disc_02	24.5	1	NA	30	30
0	0	NA	0	-1	1	31	30
48	49	num.displays_00	2413	1	NA	32	30
0	0	NA	0	-1	0	33	30
50	51	avg.auths.per.disc_02	11.6666665	1	NA	34	30
0	0	NA	0	-1	0	35	30
52	53	atomic.containers_02	2.5	1	NA	36	30
0	0	NA	0	-1	0	37	30
54	55	attention.level.author_03	0.003505	1	NA	38	30
56	57	attention.level.contrib_00	0.0004905	1	NA	39	30
0	0	NA	0	-1	1	40	30
58	59	contribution.sparseness_06	0.015479	1	NA	41	30
0	0	NA	0	-1	0	42	30
60	61	attention.level.contrib_03	0.005885	1	NA	43	30
62	63	num.displays_03	61.5	1	NA	44	30
0	0	NA	0	-1	1	45	30
64	65	num.authors.topic_07	21.5	1	NA	46	30
0	0	NA	0	-1	1	47	30
66	67	number.total.disc_05	1.5	1	NA	48	30
0	0	NA	0	-1	1	49	30
68	69	num.displays_05	1713	1	NA	50	30
0	0	NA	0	-1	0	51	30
70	71	avg.disc.length_04	3.75	1	NA	52	30
72	73	number.total.disc_02	7.5	1	NA	53	30
74	75	num.displays_06	2868.5	1	NA	54	30
0	0	NA	0	-1	1	55	30
0	0	NA	0	-1	1	56	30
0	0	NA	0	-1	1	57	30
76	77	attention.level.author_01	0.0005335	1	NA	58	30
0	0	NA	0	-1	1	59	30
0	0	NA	0	-1	1	60	30
78	79	num.displays_07	54916.5	1	NA	61	30
0	0	NA	0	-1	0	62	30
80	81	avg.auths.per.disc_05	77	1	NA	63	30
82	83	avg.disc.length_04	125	1	NA	64	30
0	0	NA	0	-1	1	65	30
0	0	NA	0	-1	0	66	30
0	0	NA	0	-1	0	67	30
0	0	NA	0	-1	0	68	30
0	0	NA	0	-1	0	69	30
0	0	NA	0	-1	0	70	30
84	85	contribution.sparseness_06	0.004108	1	NA	71	30
86	87	num.displays_01	1248	1	NA	72	30
0	0	NA	0	-1	1	73	30
0	0	NA	0	-1	0	74	30
0	0	NA	0	-1	1	75	30
0	0	NA	0	-1	0	76	30
88	89	num.displays_04	33553	1	NA	77	30
90	91	attention.level.author_02	0.0093985	1	NA	78	30
0	0	NA	0	-1	1	79	30
92	93	auth.increase_00	3.5	1	NA	80	30
0	0	NA	0	-1	0	81	30
94	95	num.displays_06	1226.5	1	NA	82	30
0	0	NA	0	-1	1	83	30
0	0	NA	0	-1	0	84	30
96	97	num.displays_06	1226	1	NA	85	30
0	0	NA	0	-1	0	86	30
0	0	NA	0	-1	0	87	30
98	99	num.displays_02	1589.5	1	NA	88	30
0	0	NA	0	-1	0	89	30
0	0	NA	0	-1	1	90	30
0	0	NA	0	-1	1	91	30
0	0	NA	0	-1	0	92	30
0	0	NA	0	-1	0	93	30
0	0	NA	0	-1	0	94	30
0	0	NA	0	-1	0	95	30
0	0	NA	0	-1	0	96	30
0	0	NA	0	-1	0	97	30
0	0	NA	0	-1	0	98	30
0	0	NA	0	-1	1	99	30
2	3	number.total.disc_02	2.5	1	NA	1	31
4	5	num.displays_07	2009	1	NA	2	31
6	7	num.authors.topic_00	12.5	1	NA	3	31
8	9	attention.level.contrib_00	0.000167	1	NA	4	31
10	11	num.displays_07	3428.5	1	NA	5	31
12	13	attention.level.author_04	0.004155	1	NA	6	31
14	15	attention.level.author_05	0.0073185	1	NA	7	31
16	17	avg.auths.per.disc_06	75	1	NA	8	31
18	19	atomic.containers_02	87	1	NA	9	31
20	21	num.displays_05	3440.5	1	NA	10	31
22	23	avg.auths.per.disc_06	3.7333335	1	NA	11	31
24	25	atomic.containers_02	30.5	1	NA	12	31
26	27	contribution.sparseness_03	0.036203	1	NA	13	31
28	29	attention.level.contrib_05	0.002159	1	NA	14	31
30	31	num.displays_07	3541	1	NA	15	31
32	33	num.displays_00	892.5	1	NA	16	31
0	0	NA	0	-1	0	17	31
34	35	num.displays_03	855	1	NA	18	31
0	0	NA	0	-1	1	19	31
36	37	avg.disc.length_03	14.4666665	1	NA	20	31
0	0	NA	0	-1	0	21	31
38	39	avg.disc.length_06	22.166667	1	NA	22	31
40	41	avg.disc.length_02	33.75	1	NA	23	31
42	43	num.displays_02	1123	1	NA	24	31
44	45	contribution.sparseness_02	0.00739	1	NA	25	31
46	47	avg.disc.length_00	65.083332	1	NA	26	31
0	0	NA	0	-1	0	27	31
0	0	NA	0	-1	1	28	31
0	0	NA	0	-1	1	29	31
0	0	NA	0	-1	0	30	31
48	49	num.displays_04	63903.5	1	NA	31	31
50	51	num.authors.topic_03	19.5	1	NA	32	31
52	53	num.displays_07	1620	1	NA	33	31
54	55	number.total.disc_07	1.5	1	NA	34	31
56	57	auth.increase_00	9.5	1	NA	35	31
58	59	attention.level.author_07	0.0014345	1	NA	36	31
0	0	NA	0	-1	0	37	31
0	0	NA	0	-1	1	38	31
0	0	NA	0	-1	0	39	31
0	0	NA	0	-1	1	40	31
0	0	NA	0	-1	1	41	31
0	0	NA	0	-1	0	42	31
60	61	avg.disc.length_02	32.333333	1	NA	43	31
0	0	NA	0	-1	1	44	31
0	0	NA	0	-1	0	45	31
62	63	num.new.disc_07	9	1	NA	46	31
0	0	NA	0	-1	0	47	31
64	65	auth.increase_03	2.5	1	NA	48	31
0	0	NA	0	-1	1	49	31
66	67	num.displays_06	1299	1	NA	50	31
0	0	NA	0	-1	0	51	31
68	69	avg.disc.length_05	89.25	1	NA	52	31
0	0	NA	0	-1	0	53	31
70	71	attention.level.contrib_06	0.001598	1	NA	54	31
0	0	NA	0	-1	0	55	31
72	73	num.displays_05	1006	1	NA	56	31
0	0	NA	0	-1	1	57	31
0	0	NA	0	-1	1	58	31
0	0	NA	0	-1	1	59	31
0	0	NA	0	-1	1	60	31
0	0	NA	0	-1	1	61	31
74	75	num.displays_03	966	1	NA	62	31
0	0	NA	0	-1	0	63	31
0	0	NA	0	-1	1	64	31
76	77	avg.auths.per.disc_00	2.4333335	1	NA	65	31
78	79	num.displays_00	399.5	1	NA	66	31
0	0	NA	0	-1	0	67	31
80	81	avg.auths.per.disc_01	52	1	NA	68	31
0	0	NA	0	-1	0	69	31
82	83	num.displays_02	602.5	1	NA	70	31
0	0	NA	0	-1	0	71	31
0	0	NA	0	-1	0	72	31
84	85	num.displays_03	864.5	1	NA	73	31
0	0	NA	0	-1	0	74	31
86	87	num.displays_04	21169	1	NA	75	31
0	0	NA	0	-1	1	76	31
88	89	atomic.containers_07	303	1	NA	77	31
90	91	atomic.containers_07	161.5	1	NA	78	31
92	93	contribution.sparseness_07	0.007813	1	NA	79	31
94	95	contribution.sparseness_06	0.334975	1	NA	80	31
0	0	NA	0	-1	1	81	31
0	0	NA	0	-1	0	82	31
0	0	NA	0	-1	0	83	31
0	0	NA	0	-1	1	84	31
96	97	contribution.sparseness_04	0.073932	1	NA	85	31
0	0	NA	0	-1	1	86	31
0	0	NA	0	-1	0	87	31
98	99	num.displays_07	122968	1	NA	88	31
0	0	NA	0	-1	1	89	31
0	0	NA	0	-1	0	90	31
0	0	NA	0	-1	1	91	31
0	0	NA	0	-1	0	92	31
0	0	NA	0	-1	0	93	31
0	0	NA	0	-1	0	94	31
0	0	NA	0	-1	1	95	31
0	0	NA	0	-1	0	96	31
0	0	NA	0	-1	1	97	31
0	0	NA	0	-1	1	98	31
0	0	NA	0	-1	0	99	31
2	3	num.displays_03	1649.5	1	NA	1	32
4	5	num.displays_03	895.5	1	NA	2	32
6	7	num.displays_05	3427	1	NA	3	32
8	9	num.displays_03	696.5	1	NA	4	32
10	11	number.total.disc_06	1.5	1	NA	5	32
12	13	num.displays_07	2055.5	1	NA	6	32
14	15	num.displays_07	3340	1	NA	7	32
16	17	auth.increase_02	10.5	1	NA	8	32
18	19	attention.level.contrib_04	0.0064805	1	NA	9	32
20	21	num.displays_07	1300	1	NA	10	32
22	23	attention.level.author_05	0.0033175	1	NA	11	32
0	0	NA	0	-1	0	12	32
24	25	contribution.sparseness_03	0.0144405	1	NA	13	32
0	0	NA	0	-1	0	14	32
26	27	num.authors.topic_05	18.5	1	NA	15	32
28	29	attention.level.author_00	0.000912	1	NA	16	32
0	0	NA	0	-1	0	17	32
30	31	num.displays_04	343.5	1	NA	18	32
0	0	NA	0	-1	1	19	32
0	0	NA	0	-1	0	20	32
32	33	attention.level.author_06	0.0011985	1	NA	21	32
0	0	NA	0	-1	0	22	32
0	0	NA	0	-1	1	23	32
34	35	num.displays_03	3792.5	1	NA	24	32
0	0	NA	0	-1	1	25	32
36	37	atomic.containers_04	73.5	1	NA	26	32
38	39	num.displays_07	101011.5	1	NA	27	32
40	41	avg.auths.per.disc_05	77	1	NA	28	32
42	43	burstiness_03	0.5857145	1	NA	29	32
0	0	NA	0	-1	1	30	32
44	45	attention.level.author_05	0.000585	1	NA	31	32
46	47	num.new.disc_03	2.5	1	NA	32	32
0	0	NA	0	-1	1	33	32
48	49	number.total.disc_03	1.5	1	NA	34	32
0	0	NA	0	-1	0	35	32
50	51	auth.increase_04	3.5	1	NA	36	32
0	0	NA	0	-1	1	37	32
52	53	avg.auths.per.disc_00	4.0333335	1	NA	38	32
0	0	NA	0	-1	1	39	32
54	55	atomic.containers_07	189	1	NA	40	32
0	0	NA	0	-1	0	41	32
56	57	atomic.containers_07	116	1	NA	42	32
0	0	NA	0	-1	0	43	32
58	59	atomic.containers_07	5.5	1	NA	44	32
0	0	NA	0	-1	0	45	32
60	61	num.displays_07	1619.5	1	NA	46	32
0	0	NA	0	-1	1	47	32
62	63	num.displays_01	3009	1	NA	48	32
0	0	NA	0	-1	0	49	32
64	65	burstiness_05	0.9375	1	NA	50	32
66	67	avg.auths.per.disc_00	34.1785715	1	NA	51	32
0	0	NA	0	-1	1	52	32
68	69	avg.auths.per.disc_01	38.666667	1	NA	53	32
70	71	atomic.containers_03	53	1	NA	54	32
0	0	NA	0	-1	1	55	32
72	73	attention.level.contrib_00	0.000142	1	NA	56	32
0	0	NA	0	-1	1	57	32
0	0	NA	0	-1	0	58	32
0	0	NA	0	-1	0	59	32
0	0	NA	0	-1	0	60	32
0	0	NA	0	-1	0	61	32
74	75	attention.level.author_03	0.0011795	1	NA	62	32
0	0	NA	0	-1	1	63	32
76	77	atomic.containers_04	53.5	1	NA	64	32
0	0	NA	0	-1	0	65	32
78	79	atomic.containers_03	74.5	1	NA	66	32
0	0	NA	0	-1	0	67	32
80	81	attention.level.author_04	0.0041535	1	NA	68	32
0	0	NA	0	-1	0	69	32
82	83	num.displays_00	435.5	1	NA	70	32
0	0	NA	0	-1	0	71	32
0	0	NA	0	-1	0	72	32
84	85	contribution.sparseness_01	0.004717	1	NA	73	32
86	87	num.displays_03	2893	1	NA	74	32
0	0	NA	0	-1	1	75	32
88	89	avg.disc.length_05	37.966665	1	NA	76	32
0	0	NA	0	-1	0	77	32
90	91	avg.disc.length_03	1.75	1	NA	78	32
0	0	NA	0	-1	1	79	32
0	0	NA	0	-1	1	80	32
92	93	contribution.sparseness_07	0.0017885	1	NA	81	32
94	95	num.displays_03	69.5	1	NA	82	32
96	97	avg.auths.per.disc_05	0.5	1	NA	83	32
0	0	NA	0	-1	0	84	32
0	0	NA	0	-1	0	85	32
98	99	avg.disc.length_07	38	1	NA	86	32
0	0	NA	0	-1	0	87	32
0	0	NA	0	-1	1	88	32
0	0	NA	0	-1	1	89	32
0	0	NA	0	-1	1	90	32
0	0	NA	0	-1	1	91	32
0	0	NA	0	-1	1	92	32
0	0	NA	0	-1	1	93	32
0	0	NA	0	-1	0	94	32
0	0	NA	0	-1	0	95	32
0	0	NA	0	-1	0	96	32
0	0	NA	0	-1	0	97	32
0	0	NA	0	-1	1	98	32
0	0	NA	0	-1	1	99	32
2	3	attention.level.author_02	0.0029255	1	NA	1	33
4	5	num.displays_07	1776	1	NA	2	33
6	7	number.total.disc_01	2.5	1	NA	3	33
8	9	num.displays_04	913	1	NA	4	33
10	11	num.displays_07	3961	1	NA	5	33
12	13	contribution.sparseness_03	0.0233055	1	NA	6	33
14	15	avg.auths.per.disc_04	3.1055555	1	NA	7	33
16	17	num.displays_07	1129	1	NA	8	33
18	19	avg.auths.per.disc_04	15	1	NA	9	33
20	21	avg.disc.length_03	13.125	1	NA	10	33
22	23	avg.disc.length_02	2.5	1	NA	11	33
24	25	attention.level.contrib_03	0.0005405	1	NA	12	33
0	0	NA	0	-1	0	13	33
0	0	NA	0	-1	0	14	33
26	27	num.displays_01	1503	1	NA	15	33
28	29	number.total.disc_05	1.5	1	NA	16	33
0	0	NA	0	-1	0	17	33
30	31	num.displays_03	514.5	1	NA	18	33
0	0	NA	0	-1	0	19	33
32	33	atomic.containers_06	49	1	NA	20	33
34	35	attention.level.author_00	0.0066935	1	NA	21	33
0	0	NA	0	-1	1	22	33
36	37	num.displays_04	15515	1	NA	23	33
0	0	NA	0	-1	0	24	33
0	0	NA	0	-1	1	25	33
0	0	NA	0	-1	0	26	33
38	39	avg.disc.length_07	20.0396825	1	NA	27	33
40	41	num.displays_02	647	1	NA	28	33
0	0	NA	0	-1	0	29	33
0	0	NA	0	-1	0	30	33
42	43	auth.increase_00	0.5	1	NA	31	33
44	45	auth.increase_07	4.5	1	NA	32	33
0	0	NA	0	-1	0	33	33
46	47	avg.auths.per.disc_01	5.5833335	1	NA	34	33
0	0	NA	0	-1	1	35	33
48	49	avg.disc.length_02	8.1	1	NA	36	33
0	0	NA	0	-1	0	37	33
50	51	burstiness_04	0.95	1	NA	38	33
52	53	num.new.disc_00	29.5	1	NA	39	33
54	55	num.authors.topic_01	1.5	1	NA	40	33
0	0	NA	0	-1	0	41	33
56	57	num.displays_04	928.5	1	NA	42	33
0	0	NA	0	-1	0	43	33
58	59	attention.level.author_05	0.0050285	1	NA	44	33
0	0	NA	0	-1	1	45	33
60	61	burstiness_00	0.2916665	1	NA	46	33
0	0	NA	0	-1	1	47	33
0	0	NA	0	-1	1	48	33
62	63	num.new.disc_05	2.5	1	NA	49	33
64	65	auth.increase_06	1.5	1	NA	50	33
0	0	NA	0	-1	0	51	33
66	67	avg.auths.per.disc_02	3.236111	1	NA	52	33
0	0	NA	0	-1	0	53	33
68	69	attention.level.author_04	0.001368	1	NA	54	33
70	71	auth.increase_01	1.5	1	NA	55	33
0	0	NA	0	-1	0	56	33
72	73	attention.level.author_01	0.003112	1	NA	57	33
74	75	contribution.sparseness_06	0.008065	1	NA	58	33
0	0	NA	0	-1	1	59	33
0	0	NA	0	-1	0	60	33
0	0	NA	0	-1	0	61	33
0	0	NA	0	-1	1	62	33
0	0	NA	0	-1	1	63	33
0	0	NA	0	-1	1	64	33
76	77	atomic.containers_02	12	1	NA	65	33
0	0	NA	0	-1	1	66	33
78	79	attention.level.author_01	0.013979	1	NA	67	33
80	81	avg.auths.per.disc_00	7.5	1	NA	68	33
0	0	NA	0	-1	0	69	33
0	0	NA	0	-1	0	70	33
0	0	NA	0	-1	0	71	33
82	83	avg.disc.length_07	57	1	NA	72	33
0	0	NA	0	-1	0	73	33
84	85	avg.disc.length_02	28.25	1	NA	74	33
0	0	NA	0	-1	1	75	33
0	0	NA	0	-1	0	76	33
86	87	contribution.sparseness_06	0.03121	1	NA	77	33
88	89	num.displays_04	35530.5	1	NA	78	33
0	0	NA	0	-1	1	79	33
90	91	num.new.disc_07	0.5	1	NA	80	33
0	0	NA	0	-1	0	81	33
92	93	num.displays_00	480	1	NA	82	33
0	0	NA	0	-1	0	83	33
94	95	num.authors.topic_00	6.5	1	NA	84	33
0	0	NA	0	-1	1	85	33
96	97	num.authors.topic_05	17.5	1	NA	86	33
0	0	NA	0	-1	1	87	33
98	99	attention.level.contrib_05	0.006204	1	NA	88	33
0	0	NA	0	-1	0	89	33
0	0	NA	0	-1	0	90	33
0	0	NA	0	-1	0	91	33
0	0	NA	0	-1	0	92	33
0	0	NA	0	-1	0	93	33
0	0	NA	0	-1	0	94	33
0	0	NA	0	-1	0	95	33
0	0	NA	0	-1	1	96	33
0	0	NA	0	-1	1	97	33
0	0	NA	0	-1	1	98	33
0	0	NA	0	-1	1	99	33
2	3	num.displays_06	2395.5	1	NA	1	34
4	5	number.total.disc_01	1.5	1	NA	2	34
6	7	attention.level.author_03	0.0046715	1	NA	3	34
8	9	num.displays_00	1308.5	1	NA	4	34
10	11	attention.level.author_02	0.000403	1	NA	5	34
12	13	atomic.containers_03	52	1	NA	6	34
14	15	num.displays_07	2879.5	1	NA	7	34
16	17	auth.increase_06	0.5	1	NA	8	34
18	19	contribution.sparseness_07	0.036867	1	NA	9	34
0	0	NA	0	-1	0	10	34
20	21	contribution.sparseness_05	0.005948	1	NA	11	34
22	23	attention.level.author_01	0.002488	1	NA	12	34
0	0	NA	0	-1	0	13	34
0	0	NA	0	-1	0	14	34
24	25	avg.auths.per.disc_04	2.735043	1	NA	15	34
26	27	number.total.disc_00	1.5	1	NA	16	34
28	29	auth.increase_01	11.5	1	NA	17	34
30	31	contribution.sparseness_01	0.005103	1	NA	18	34
0	0	NA	0	-1	1	19	34
0	0	NA	0	-1	0	20	34
32	33	atomic.containers_07	190.5	1	NA	21	34
34	35	num.displays_01	3109.5	1	NA	22	34
36	37	number.total.disc_05	2.5	1	NA	23	34
0	0	NA	0	-1	1	24	34
38	39	avg.auths.per.disc_05	3.9328065	1	NA	25	34
40	41	num.displays_07	1836	1	NA	26	34
0	0	NA	0	-1	0	27	34
42	43	avg.disc.length_04	138	1	NA	28	34
0	0	NA	0	-1	1	29	34
44	45	auth.increase_05	0.5	1	NA	30	34
0	0	NA	0	-1	0	31	34
46	47	contribution.sparseness_02	0.0088125	1	NA	32	34
0	0	NA	0	-1	1	33	34
48	49	num.displays_04	4593.5	1	NA	34	34
50	51	num.displays_07	3351.5	1	NA	35	34
0	0	NA	0	-1	1	36	34
52	53	atomic.containers_06	19.5	1	NA	37	34
0	0	NA	0	-1	1	38	34
